,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich
423,GBS-24634,,weiblich,1960-05-12,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 750 	 bis unter	2 000 Euro,Angabe verweigert,eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),2.0,4.0,3.0,2.0,True,,,3.0,3.0,2.0,2.0,2.0,2.0
424,GBS-26161,POSITIV,männlich,1956-04-29,Deutschland,1.0,Ledig,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,keine passende Angabe,eine Person,1 250 	 bis unter 	1 500 Euro,1 250 	 bis unter 	1 500 Euro,eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,3.0,3.0,3.0
425,GBS-26161,POSITIV,männlich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,1 250 	 bis unter 	1 500 Euro,,eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,3.0,4.0
426,GBS-12188,,weiblich,1978-02-10,"sonstige, und zwar:",1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Fachhochschulreife (Abschluss einer Fachoberschule),Bachelor an (Fach-)Hochschule abgeschlossen,3.0,Angestellte(r),"mehrere Personen, und zwar:",kein eigenes Einkommen,3 500	 bis unter 	3 750 Euro,eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),4.0,3.0,4.0,2.0,,5.0,,3.0,4.0,4.0,4.0,2.0,3.0
427,GBS-12188,,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,kein eigenes Einkommen,,eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),4.0,1.0,3.0,2.0,,,,4.0,3.0,3.0,4.0,3.0,3.0
428,GBS-11517,NEGATIV,männlich,1949-07-15,Türkei,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,keine passende Angabe,"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,1 750 	 bis unter	2 000 Euro,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,4.0,3.0,3.0,2.0,,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0
429,GBS-11517,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,1 500	 bis unter	1 750 Euro,,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,keine Angabe,4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
430,GBS-14780,,weiblich,1943-02-23,Deutschland,1.0,Geschieden,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,mithelfende(r) Familienangehörige(r),eine Person,2 000	 bis unter	2 250 Euro,2 000	 bis unter	2 250 Euro,eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),4.0,4.0,3.0,2.0,,,,3.0,3.0,4.0,4.0,4.0,4.0
431,GBS-07206,,männlich,1986-07-10,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Akademiker/-in in freiem Beruf (Arzt/Ärztin, Rechtsanwalt/-anwältin, Steuerberater/-in u. Ä.)","mehrere Personen, und zwar:",6 000	 bis unter 	7 500 Euro,5000	 bis unter	5 500 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),weder noch (3),4.0,3.0,4.0,2.0,True,,,3.0,4.0,3.0,4.0,3.0,4.0
432,GBS-31370,,männlich,1954-03-02,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",3 000	 bis unter 	3 250 Euro,4 500	 bis unter	5 000 Euro,trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),2.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
433,GBS-31370,,männlich,,,,,Hochschulabschluss,,,,,3 000	 bis unter 	3 250 Euro,,trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),1.0,2.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,3.0,4.0
434,GBS-30317,,weiblich,1959-04-10,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 250	 bis unter	2 500 Euro,5000	 bis unter	5 500 Euro,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,4.0,4.0
435,GBS-30317,,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,2 250	 bis unter	2 500 Euro,,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),3.0,4.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,3.0,4.0
436,GBS-25185,POSITIV,männlich,1970-08-29,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),eine Person,4 000	 bis unter	4 500 Euro,4 000	 bis unter	4 500 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
437,GBS-25185,POSITIV,männlich,,,,,Hochschulabschluss,,,,,4 000	 bis unter	4 500 Euro,,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
438,GBS-32579,NEGATIV,weiblich,1988-02-05,Deutschland,1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",2 500 	 bis unter 	2 750 Euro,3 250	 bis unter 	3 500 Euro,trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0
439,GBS-32579,NEGATIV,weiblich,,,,,Hochschulabschluss,,,,,2 500 	 bis unter 	2 750 Euro,,trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,4.0,3.0,4.0,4.0,4.0,4.0
440,GBS+00032,POSITIV,weiblich,1949-02-20,Deutschland,1.0,Ledig,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Selbstständige(r) Landwirt/-in bzw. Genossenschaftsbauer/-bäuerin,eine Person,801	 bis unter 	1 000 Euro,1 000 	 bis unter 	1 250 Euro,weder noch (3),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,3.0,4.0,4.0
441,GBS+00032,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,801	 bis unter 	1 000 Euro,,weder noch (3),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,3.0,4.0,2.0,True,,,3.0,4.0,4.0,4.0,4.0,4.0
442,GBS-12909,NEGATIV,weiblich,1961-10-16,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,2 250	 bis unter	2 500 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,4.0,4.0,2.0,,5.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0
443,GBS-12909,NEGATIV,weiblich,1961-10-16,Deutschland,1.0,,,,,,,,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),,,,,,,,,,,,,
444,GBS-12909,NEGATIV,weiblich,,,,,,,,,,,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
445,GBS-21560,,männlich,1990-08-29,Deutschland,1.0,[NA] Keine Angabe,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",2.0,Angestellte(r),"mehrere Personen, und zwar:",2 000	 bis unter	2 250 Euro,2 750	 bis unter 	3 000 Euro,trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),weder noch (3),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,2.0,3.0,3.0,3.0,4.0,4.0
446,GBS-20851,,männlich,1962-01-03,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",3 750	 bis unter 	4 000 Euro,10 000	 bis unter	20 000 Euro,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
447,GBS-20851,,männlich,,,,,Hochschulabschluss,,,,,3 750	 bis unter 	4 000 Euro,,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
448,GBS-19512,,weiblich,1972-06-16,Deutschland,1.0,Verheiratet und lebe von meinem/meiner Ehepartner/-in getrennt,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,2 500 	 bis unter 	2 750 Euro,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),2.0,3.0,3.0,3.0,True,,,2.0,3.0,3.0,2.0,3.0,3.0
449,GBS-35965,NEGATIV,männlich,1966-02-23,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",3 500	 bis unter 	3 750 Euro,3 750	 bis unter 	4 000 Euro,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),weder noch (3),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),4.0,4.0,3.0,2.0,,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
450,GBS-35965,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,3 500	 bis unter 	3 750 Euro,,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),weder noch (3),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),4.0,4.0,4.0,1.0,True,,,4.0,4.0,4.0,4.0,4.0,4.0
451,GBS-05332,,männlich,1977-02-03,Deutschland,1.0,Geschieden,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 750	 bis unter 	3 000 Euro,4 500	 bis unter	5 000 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),trifft ueberhaupt nicht zu (1),weder noch (3),1.0,1.0,3.0,3.0,True,,,1.0,3.0,2.0,1.0,3.0,4.0
452,GBS-17754,POSITIV,weiblich,1977-08-20,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,keine passende Angabe,"mehrere Personen, und zwar:",2 000	 bis unter	2 250 Euro,4 000	 bis unter	4 500 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,4.0,4.0
453,GBS-17754,POSITIV,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,2 000	 bis unter	2 250 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),2.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,4.0,4.0
454,GBS+00027,NEGATIV,männlich,1969-03-09,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",3 250	 bis unter 	3 500 Euro,3 250	 bis unter 	3 500 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),2.0,2.0,3.0,2.0,,5.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0
455,GBS+00027,NEGATIV,männlich,,,,,Realschulabschluss (Mittlere Reife),,,,,3 250	 bis unter 	3 500 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,3.0,4.0
456,GBS-15827,POSITIV,weiblich,1955-12-18,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 250	 bis unter	2 500 Euro,2 750	 bis unter 	3 000 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),weder noch (3),weder noch (3),3.0,3.0,2.0,2.0,,5.0,,2.0,2.0,4.0,3.0,3.0,4.0
457,GBS-15827,POSITIV,weiblich,,,,,Realschulabschluss (Mittlere Reife),,,,,2 250	 bis unter	2 500 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),weder noch (3),weder noch (3),2.0,2.0,3.0,2.0,True,,,3.0,3.0,3.0,2.0,3.0,4.0
458,GBS-24546,,männlich,1944-07-04,Deutschland,1.0,Geschieden,Fachhochschulreife (Abschluss einer Fachoberschule),"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 250 	 bis unter 	1 500 Euro,3 500	 bis unter 	3 750 Euro,trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
459,GBS-27950,POSITIV,weiblich,1985-10-01,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),eine Person,2 250	 bis unter	2 500 Euro,2 250	 bis unter	2 500 Euro,weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),4.0,2.0,2.0,2.0,,5.0,,3.0,2.0,3.0,2.0,3.0,3.0
460,GBS-27950,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,2 250	 bis unter	2 500 Euro,,weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),3.0,3.0,4.0,1.0,True,,,4.0,4.0,3.0,2.0,3.0,4.0
461,GBS-23106,POSITIV,weiblich,1961-06-25,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",2 500 	 bis unter 	2 750 Euro,7 500 	 bis unter 	10 000 Euro,weder noch (3),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,3.0,3.0,3.0
462,GBS-23106,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,2 500 	 bis unter 	2 750 Euro,,weder noch (3),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,3.0,3.0
463,GBS-13016,NEGATIV,männlich,1961-11-02,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,keine passende Angabe,"mehrere Personen, und zwar:",801	 bis unter 	1 000 Euro,1 500	 bis unter	1 750 Euro,trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),2.0,2.0,2.0,3.0,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0
464,GBS-13016,NEGATIV,männlich,,,,,Realschulabschluss (Mittlere Reife),,,,,801	 bis unter 	1 000 Euro,,trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),3.0,4.0,3.0,2.0,False,,,4.0,3.0,3.0,4.0,3.0,4.0
465,GBS-14885,POSITIV,männlich,1971-09-04,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",Bachelor an (Fach-)Hochschule abgeschlossen,1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",3 000	 bis unter 	3 250 Euro,3 250	 bis unter 	3 500 Euro,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),2.0,1.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,2.0,4.0
466,GBS-14885,POSITIV,männlich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,3 000	 bis unter 	3 250 Euro,,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),3.0,2.0,3.0,2.0,True,,,3.0,3.0,2.0,3.0,2.0,3.0
467,GBS-18777,POSITIV,weiblich,1982-06-21,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),eine Person,2 000	 bis unter	2 250 Euro,2 000	 bis unter	2 250 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,4.0,4.0
468,GBS-21439,,weiblich,1982-01-08,Deutschland,1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,1.0,"Akademiker/-in in freiem Beruf (Arzt/Ärztin, Rechtsanwalt/-anwältin, Steuerberater/-in u. Ä.)","mehrere Personen, und zwar:",2 750	 bis unter 	3 000 Euro,5 500	 bis unter	6 000 Euro,trifft voll und ganz zu (5),weder noch (3),weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),2.0,3.0,2.0,2.0,True,,,3.0,2.0,3.0,2.0,2.0,3.0
469,GBS-23639,,weiblich,1993-07-22,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",3.0,Angestellte(r),eine Person,150 	 bis unter	400 Euro,1 000 	 bis unter 	1 250 Euro,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),weder noch (3),4.0,3.0,2.0,2.0,,5.0,,3.0,2.0,2.0,4.0,2.0,4.0
470,GBS-23639,,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,150 	 bis unter	400 Euro,,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),weder noch (3),4.0,3.0,2.0,2.0,True,,,3.0,2.0,3.0,3.0,4.0,4.0
