"case","serial","ref","questnnr","mode","started","am01","am02_01","am02_02","am03_01","am03_02","am04","am05","am06","am07","am08","am08_01","am08_02","am08_03","am08_04","am08_05","am08_06","am08_07","am08_08","am08_09","am08_11","am08_12","am08_13","am08_10","am08_10a","am09","am09_01","am09_02","am09_03","am09_04","am09_05","am09_06","am09_07","am09_08","am09_09","am09_11","am09_12","am09_10","am09_10a","am10","am10_01","am10_02","am10_03","am10_04","am10_05","am10_06","am10_07","am10_07a","am11","am11_05","am12","am13","am13_01","am13_02","am13_03","am13_04","am13_05","am13_06","am13_07","am13_08","am14","am14_09","am15","am15_12","am17","am17_01","am17_02","am17_03","am17_04","am17_05","am17_06","am17_07","am17_12","am17_08","am17_09","am17_10","am17_11","am18","am19","am20_01","am22","am23","am24","am24_02","am25","am25_02","am27","am29","am30","gh02_01","gh03_01","gh03_02","gh03_03","gh03_04","gh03_05","gh03_06","gh03_07","gh03_08","gh03_09","gh03_10","gh03_11","gh03_12","gh03_13","gh04_01","gh05_01","gh06_01","gh07_01","gh08_01","gh08_02","gh08_03","gh09_01","gh09_02","gh10_01","gh11_01","gh11_02","gh12_01","lo01_01","lo01_02","lo01_03","lo01_04","lo01_05","lo01_06","lo01_07","lo01_08","lo01_09","lo01_10","so01_01","so02_01","sw02_01","sw02_02","sw02_03","sw02_04","sw02_05","sw02_06","sw02_07","sw02_08","sw02_09","sw02_10","ie01_01","ie01_02","ie01_03","ie01_04","os02","os03","os04","br01_01","br01_02","br01_03","br01_04","br01_05","br01_06","pt02_01","pt02_02","pt02_03","pt02_04","pt02_05","pt01_01","pt01_02","pt01_03","pt01_04","pt01_05","pt06_01","pt03_01","pt05_01","pt04","rc01_01","rc02_01","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time012","time013","time014","time015","time016","time017","time018","time019","time020","time021","time022","time023","time024","time025","time026","time_sum","mailsent","lastdata","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi","deg_time","kuerzel","geburtsdatum","geschlecht","gruppe","fall","gbs_code","runde2","fall_runde2","runde1","vollstaendig","nurwelle2","welle2","welle"
87,"U14E52ETVW",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-14 18:26:52,"weiblich",1949-07-22,68,168,53,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nicht abhängig beschäftigt","Nein",17,"Akademiker/-in in freiem Beruf (Arzt/Ärztin, Rechtsanwalt/-anwältin, Steuerberater/-in u. Ä.)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"6 000	 bis unter 	7 500 Euro","4 000	 bis unter	4 500 Euro","Viel gesünder/ viel weniger krank",2,4,4,4,3,4,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,5,3,5,5,4,2,5,2,5,7,1,4,4,3,3,3,4,4,4,3,4,4,5,2,2,"6 oder mehr","viel Anteilnahme und Interesse","möglich",5,2,5,2,5,2,1,4,2,2,3,NA,NA,NA,NA,NA,NA,5,NA,NA,"JUKL49",NA,13,90,50,8,NA,7,NA,50,5,NA,13,72,49,104,13,122,98,10,7,47,32,26,50,3499,15,NA,947,NA,2017-09-14 19:39:52,TRUE,FALSE,25,25,0,0,1.08,13,"JUKL49",1949-07-22,"weiblich","POSITIV",87,"GBS-13315","JA",688,1,NA,NA,FALSE,"Welle 1"
688,"U14E52ETVW",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 13:25:02,"weiblich",NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 000	 bis unter	4 500 Euro",NA,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,5,2,5,5,5,2,5,1,5,7,1,4,4,3,4,4,4,4,3,4,3,5,5,2,2,"6 oder mehr","sehr viel Anteilnahme und Interesse","einfach",5,2,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"JUKL49",17,44,131,80,11,11,61,25,30,61,9,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,2017-10-08 13:33:20,TRUE,FALSE,13,13,0,0,0.99,4,"JUKL49",1949-07-22,"weiblich","POSITIV",87,"GBS-13315","JA",688,1,NA,NA,TRUE,"Welle 2"
432,"U1736A2X7G",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-22 11:01:47,"männlich",1965-12-01,51,178,83,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",38,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"7 500 	 bis unter 	10 000 Euro","5000	 bis unter	5 500 Euro","Gesünder/ weniger oft krank",2,4,4,4,4,4,4,4,3,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,4,1,5,5,5,1,5,1,5,6,2,3,3,3,3,3,4,4,3,3,3,5,5,2,1,"3 - 5","viel Anteilnahme und Interesse","möglich",5,2,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"JUME65",NA,12,54,34,4,NA,3,NA,16,6,NA,7,26,25,50,11,169,87,13,6,62,35,24,46,9,NA,NA,699,NA,2017-09-22 11:13:26,TRUE,FALSE,24,24,0,0,1.39,20,"JUME65",1965-12-01,"männlich","NULL",432,"GBS-27540","JA",908,1,NA,NA,FALSE,"Welle 1"
908,"U1736A2X7G",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-11 20:35:09,"männlich",NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5000	 bis unter	5 500 Euro",NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,4,1,5,5,5,2,5,2,5,6,3,3,3,3,3,3,4,3,3,4,3,4,4,2,2,"3 - 5","viel Anteilnahme und Interesse","möglich",5,2,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,NA,"JUME65",24,22,209,90,18,18,118,31,33,61,14,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,NA,2017-10-11 20:46:10,TRUE,FALSE,13,13,0,0,0.81,2,"JUME65",1965-12-01,"männlich","NULL",432,"GBS-27540","JA",908,1,NA,NA,TRUE,"Welle 2"
433,"U5YYE2R2UF",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-22 11:40:22,"männlich",1955-12-09,61,184,84,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fachhochschulreife (Abschluss einer Fachoberschule)",NA,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",40,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"5000	 bis unter	5 500 Euro","3 000	 bis unter 	3 250 Euro","Gesünder/ weniger oft krank",2,3,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,3,4,3,3,1,1,1,1,1,1,5,5,2,5,5,3,4,5,3,5,6,2,3,3,3,3,3,3,3,3,3,3,4,4,2,1,"3 - 5","weder viel noch wenig","einfach",4,1,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"ROBE55",NA,4,43,43,5,NA,5,NA,18,21,6,15,36,41,110,15,171,109,18,6,84,31,48,63,11,NA,NA,903,NA,2017-09-22 11:55:25,TRUE,FALSE,24,24,1,1,1.07,18,"ROBE55",1955-12-09,"männlich","NULL",433,"GBS-21872","JA",868,1,NA,NA,FALSE,"Welle 1"
868,"U5YYE2R2UF",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-10 19:16:00,"männlich",NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fachhochschulreife (Abschluss einer Fachoberschule)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 000	 bis unter 	3 250 Euro",NA,2,4,3,4,4,4,4,4,4,4,3,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,5,2,5,5,4,2,4,3,4,6,2,4,3,3,3,3,3,3,3,3,3,4,4,3,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"ROBE55",6,42,161,174,13,6,88,35,42,52,10,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,NA,2017-10-10 19:26:47,TRUE,FALSE,13,13,0,0,1,6,"ROBE55",1955-12-09,"männlich","NULL",433,"GBS-21872","JA",868,1,NA,NA,TRUE,"Welle 2"
420,"U76V581XFL",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-22 09:15:21,"weiblich",1998-02-16,19,168,56,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,"Keinen beruflichen Abschluss und bin nicht in beruflicher Ausbildung",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nicht abhängig beschäftigt","Nein",6,"Angestellte(r)","Ledig","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"3 750	 bis unter 	4 000 Euro","150 	 bis unter	400 Euro","Gesünder/ weniger oft krank",3,2,2,3,3,3,4,3,3,2,2,3,2,4,2,2,2,2,2,1,3,3,3,2,3,1,1,3,2,4,3,3,4,4,3,3,2,4,6,3,3,2,2,2,2,3,2,2,2,4,4,3,4,"6 oder mehr","weder viel noch wenig","möglich",2,3,3,4,3,3,1,3,2,3,2,NA,NA,NA,NA,NA,NA,5,NA,NA,"SOTR98",NA,28,37,20,4,NA,3,NA,14,8,NA,17,53,42,64,11,184,81,11,11,83,24,33,42,55,10,NA,835,NA,2017-09-22 09:29:16,TRUE,FALSE,25,25,0,0,1.25,14,"SOTR98",1998-02-16,"weiblich","POSITIV",420,"GBS-29150","JA",917,1,NA,NA,FALSE,"Welle 1"
917,"U76V581XFL",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-12 10:10:31,"weiblich",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150 	 bis unter	400 Euro",NA,1,1,2,4,4,4,4,1,2,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,3,1,2,2,2,4,2,5,4,5,3,3,3,2,5,2,3,2,2,2,2,2,2,2,2,4,2,3,4,"6 oder mehr","wenig Anteilnahme und Interesse","möglich",2,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"SOTR98",12,23,214,89,7,6,80,27,40,49,9,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,NA,2017-10-12 10:20:01,TRUE,FALSE,13,13,0,0,1.17,11,"SOTR98",1998-02-16,"weiblich","POSITIV",420,"GBS-29150","JA",917,1,NA,NA,TRUE,"Welle 2"
287,"UBQG5HFEA8",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-18 20:11:01,"männlich",1990-07-29,27,176,54,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",45,"Angestellte(r)","Ledig","mehrere Personen, und zwar:",3,"eine Person",NA,"Angabe verweigert","1 750 	 bis unter	2 000 Euro","Viel gesünder/ viel weniger krank",3,3,2,3,3,4,3,4,3,3,3,4,4,3,3,2,3,2,3,3,2,1,1,1,2,1,1,3,3,3,4,5,4,3,3,3,4,6,3,3,3,2,2,2,3,3,2,2,3,3,4,3,3,"3 - 5","viel Anteilnahme und Interesse","schwierig",3,2,3,2,3,4,NA,NA,NA,NA,NA,3,1,2,3,3,NA,4,NA,NA,"MAGE90",NA,6,16,26,6,NA,6,NA,17,10,NA,24,47,37,55,13,156,75,12,8,73,31,148,40,95,28,NA,799,NA,2017-09-18 20:26:30,TRUE,FALSE,25,25,0,0,1.18,20,"MAGE90",1990-07-29,"männlich","NEGATIV",287,"GBS-33080",NA,NA,1,NA,NA,FALSE,"Welle 1"
272,"UCMY6MFDXR",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-18 14:25:40,"weiblich",1990-03-05,27,161,47,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Zwei","Nein",12,"Angestellte(r)","Ledig","eine Person",NA,"eine Person",NA,"500 	 bis unter	800 Euro","500 	 bis unter	800 Euro","Gleich gesund/ gleichhäufig krank",2,3,2,3,3,4,4,3,3,3,4,3,4,3,3,2,3,3,3,3,3,1,1,1,1,1,1,5,3,2,5,5,4,1,3,1,5,6,2,3,3,3,3,2,3,3,3,2,3,5,4,2,2,"3 - 5","sehr viel Anteilnahme und Interesse","einfach",4,3,4,4,3,3,1,4,3,4,2,NA,NA,NA,NA,NA,NA,5,NA,NA,"DENI90",NA,16,59,52,6,NA,3,NA,23,17,19,14,74,33,55,32,229,82,8,7,74,26,26,77,44,8,NA,984,NA,2017-09-18 14:42:04,TRUE,FALSE,25,25,0,0,1.12,12,"DENI90",1990-03-05,"weiblich","POSITIV",272,"GBS-32422","JA",760,1,NA,NA,FALSE,"Welle 1"
760,"UCMY6MFDXR",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-09 08:43:27,"weiblich",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500 	 bis unter	800 Euro",NA,3,4,3,2,4,4,4,4,2,3,4,3,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,4,3,2,4,5,3,2,3,2,4,6,2,3,3,3,2,2,3,4,3,2,2,5,5,2,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"DENI90",14,19,189,56,6,9,74,16,18,63,10,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,2017-10-09 08:51:37,TRUE,FALSE,13,13,0,0,1.26,15,"DENI90",1990-03-05,"weiblich","POSITIV",272,"GBS-32422","JA",760,1,NA,NA,TRUE,"Welle 2"
1007,"UHEFHM3L4P",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-19 09:15:58,"männlich",1974-01-12,43,193,95,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",45,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",5,"mehrere Personen, und zwar:",2,"4 500	 bis unter	5 000 Euro","4 000	 bis unter	4 500 Euro","Viel gesünder/ viel weniger krank",2,4,3,4,4,4,4,4,3,3,3,3,4,3,3,2,3,3,3,3,3,1,1,1,1,1,1,4,4,2,5,5,5,2,4,2,5,6,2,4,3,3,3,3,4,4,3,3,3,5,5,3,2,"6 oder mehr","viel Anteilnahme und Interesse","einfach",5,1,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,"MISC74",NA,23,77,21,4,NA,3,NA,134,8,NA,12,23,28,55,13,115,84,8,9,45,27,24,59,6,4,17,688,NA,2017-10-19 09:29:17,TRUE,FALSE,26,26,0,0,1.3,19,"MISC74",1974-01-12,"männlich","NULL",1007,"GBS-04671",NA,NA,NA,"JA",1,TRUE,"Welle 2"
981,"ULLRU8P4V3",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-15 21:06:51,"weiblich",1960-05-06,57,164,64,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Realschulabschluss (Mittlere Reife)",NA,"Keinen beruflichen Abschluss und bin nicht in beruflicher Ausbildung",NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",30,"Angestellte(r)","Verheiratet und lebe von meinem/meiner Ehepartner/-in getrennt","mehrere Personen, und zwar:",2,"eine Person",NA,"2 000	 bis unter	2 250 Euro","1 500	 bis unter	1 750 Euro","Gleich gesund/ gleichhäufig krank",2,3,3,4,4,4,2,2,2,2,3,4,3,3,3,2,3,2,3,3,3,1,1,1,1,1,1,3,4,3,4,4,5,3,5,2,1,4,2,4,4,3,3,3,3,4,3,3,3,4,4,3,5,"1 - 2","viel Anteilnahme und Interesse","möglich",2,2,4,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,"PEBR60",NA,36,50,33,9,NA,7,NA,32,11,8,10,56,42,150,31,185,106,22,11,95,42,50,79,11,7,14,1097,NA,2017-10-15 21:25:08,TRUE,FALSE,26,26,0,0,0.84,2,"PEBR60",1960-05-06,"weiblich","NULL",981,"GBS-17060",NA,NA,NA,"JA",1,TRUE,"Welle 2"
222,"UMH8TS57ZL",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-17 10:46:45,"männlich",1954-03-12,63,172,73,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Promotion",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",50,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"eine Person",NA,"10 000	 bis unter	20 000 Euro","10 000	 bis unter	20 000 Euro","Ich bin nie krank",2,3,3,4,4,4,4,4,3,4,4,4,4,4,3,2,3,4,3,3,3,1,1,1,1,1,1,5,5,2,5,5,4,1,5,3,4,7,1,3,3,3,4,4,3,4,4,4,3,5,4,2,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,1,4,2,5,1,1,3,1,4,4,NA,NA,NA,NA,NA,NA,5,NA,NA,"RASC54",NA,25,85,71,8,NA,6,NA,23,11,NA,11,25,44,90,16,154,119,14,10,55,32,31,67,64,11,NA,972,NA,2017-09-17 11:02:57,TRUE,FALSE,25,25,0,0,1.02,5,"RASC54",1954-03-12,"männlich","POSITIV",222,"GBS-16614","JA",1047,1,NA,NA,FALSE,"Welle 1"
1047,"UMH8TS57ZL",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-22 10:52:19,"männlich",NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 000	 bis unter	20 000 Euro",NA,2,4,4,4,4,3,4,4,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,5,1,5,5,5,1,5,1,5,7,1,4,3,3,3,3,3,4,3,3,3,5,4,1,2,"3 - 5","weder viel noch wenig","einfach",5,2,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"RASC54",31,31,138,71,22,8,49,40,30,45,15,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,NA,2017-10-22 11:00:45,TRUE,FALSE,13,13,0,0,0.92,4,"RASC54",1954-03-12,"männlich","POSITIV",222,"GBS-16614","JA",1047,1,NA,NA,TRUE,"Welle 2"
